"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Portugal (PT)","28.06.2023 09:00 - 28.06.2023 10:00 (UTC)","255","n/e","n/e","n/e","1863","0","n/e","n/e","n/e","n/e","3","4","688","70","n/e","n/e","30","n/e","1190","n/e","25","346"
"Portugal (PT)","28.06.2023 10:00 - 28.06.2023 11:00 (UTC)","274","n/e","n/e","n/e","1845","0","n/e","n/e","n/e","n/e","0","4","558","17","n/e","n/e","32","n/e","1388","n/e","24","274"
"Portugal (PT)","28.06.2023 11:00 - 28.06.2023 12:00 (UTC)","276","n/e","n/e","n/e","1756","0","n/e","n/e","n/e","n/e","55","49","579","265","n/e","n/e","32","n/e","1497","n/e","25","311"
"Portugal (PT)","28.06.2023 12:00 - 28.06.2023 13:00 (UTC)","277","n/e","n/e","n/e","1797","0","n/e","n/e","n/e","n/e","14","802","431","64","n/e","n/e","32","n/e","1517","n/e","25","412"
"Portugal (PT)","28.06.2023 13:00 - 28.06.2023 14:00 (UTC)","273","n/e","n/e","n/e","1804","0","n/e","n/e","n/e","n/e","0","603","234","50","n/e","n/e","32","n/e","1488","n/e","25","606"
"Portugal (PT)","28.06.2023 14:00 - 28.06.2023 15:00 (UTC)","275","n/e","n/e","n/e","1775","0","n/e","n/e","n/e","n/e","7","596","220","67","n/e","n/e","32","n/e","1395","n/e","25","849"
"Portugal (PT)","28.06.2023 15:00 - 28.06.2023 16:00 (UTC)","278","n/e","n/e","n/e","1782","0","n/e","n/e","n/e","n/e","70","49","491","256","n/e","n/e","32","n/e","1206","n/e","25","1057"
"Portugal (PT)","28.06.2023 16:00 - 28.06.2023 17:00 (UTC)","280","n/e","n/e","n/e","1814","0","n/e","n/e","n/e","n/e","320","4","825","224","n/e","n/e","32","n/e","911","n/e","25","1296"
"Portugal (PT)","28.06.2023 17:00 - 28.06.2023 18:00 (UTC)","280","n/e","n/e","n/e","1929","0","n/e","n/e","n/e","n/e","661","4","911","347","n/e","n/e","32","n/e","549","n/e","25","1480"
"Portugal (PT)","28.06.2023 18:00 - 28.06.2023 19:00 (UTC)","286","n/e","n/e","n/e","1908","0","n/e","n/e","n/e","n/e","942","2","1010","460","n/e","n/e","32","n/e","219","n/e","25","1760"
"Portugal (PT)","28.06.2023 19:00 - 28.06.2023 20:00 (UTC)","287","n/e","n/e","n/e","1950","0","n/e","n/e","n/e","n/e","1355","2","1404","601","n/e","n/e","32","n/e","38","n/e","25","1951"
"Portugal (PT)","28.06.2023 20:00 - 28.06.2023 21:00 (UTC)","287","n/e","n/e","n/e","1920","0","n/e","n/e","n/e","n/e","1241","2","1440","531","n/e","n/e","31","n/e","1","n/e","25","1982"
"Portugal (PT)","28.06.2023 21:00 - 28.06.2023 22:00 (UTC)","283","n/e","n/e","n/e","1964","0","n/e","n/e","n/e","n/e","347","3","992","492","n/e","n/e","32","n/e","0","n/e","25","2003"
"Portugal (PT)","28.06.2023 22:00 - 28.06.2023 23:00 (UTC)","287","n/e","n/e","n/e","1921","0","n/e","n/e","n/e","n/e","57","4","594","210","n/e","n/e","32","n/e","0","n/e","25","2041"
"Portugal (PT)","28.06.2023 23:00 - 29.06.2023 00:00 (UTC)","289","n/e","n/e","n/e","1852","0","n/e","n/e","n/e","n/e","98","3","352","73","n/e","n/e","32","n/e","0","n/e","25","2036"
"Portugal (PT)","29.06.2023 00:00 - 29.06.2023 01:00 (UTC)","291","n/e","n/e","n/e","1876","0","n/e","n/e","n/e","n/e","99","3","158","35","n/e","n/e","32","n/e","0","n/e","25","1991"
"Portugal (PT)","29.06.2023 01:00 - 29.06.2023 02:00 (UTC)","287","n/e","n/e","n/e","1772","0","n/e","n/e","n/e","n/e","1","30","120","32","n/e","n/e","32","n/e","0","n/e","25","1983"
"Portugal (PT)","29.06.2023 02:00 - 29.06.2023 03:00 (UTC)","290","n/e","n/e","n/e","1691","0","n/e","n/e","n/e","n/e","0","573","85","15","n/e","n/e","31","n/e","0","n/e","25","2003"
"Portugal (PT)","29.06.2023 03:00 - 29.06.2023 04:00 (UTC)","285","n/e","n/e","n/e","1711","0","n/e","n/e","n/e","n/e","0","520","86","15","n/e","n/e","30","n/e","0","n/e","25","2046"
"Portugal (PT)","29.06.2023 04:00 - 29.06.2023 05:00 (UTC)","285","n/e","n/e","n/e","1862","0","n/e","n/e","n/e","n/e","8","86","98","16","n/e","n/e","31","n/e","0","n/e","25","2094"
"Portugal (PT)","29.06.2023 05:00 - 29.06.2023 06:00 (UTC)","282","n/e","n/e","n/e","1886","0","n/e","n/e","n/e","n/e","103","8","744","77","n/e","n/e","30","n/e","26","n/e","25","2245"
"Portugal (PT)","29.06.2023 06:00 - 29.06.2023 07:00 (UTC)","286","n/e","n/e","n/e","1929","0","n/e","n/e","n/e","n/e","105","210","659","27","n/e","n/e","30","n/e","220","n/e","25","2301"
"Portugal (PT)","29.06.2023 07:00 - 29.06.2023 08:00 (UTC)","268","n/e","n/e","n/e","1922","0","n/e","n/e","n/e","n/e","34","129","502","37","n/e","n/e","30","n/e","601","n/e","25","2159"
"Portugal (PT)","29.06.2023 08:00 - 29.06.2023 09:00 (UTC)","252","n/e","n/e","n/e","1642","0","n/e","n/e","n/e","n/e","1","346","158","26","n/e","n/e","31","n/e","985","n/e","25","2149"
"Portugal (PT)","29.06.2023 09:00 - 29.06.2023 10:00 (UTC)","255","n/e","n/e","n/e","1576","0","n/e","n/e","n/e","n/e","0","678","181","3","n/e","n/e","32","n/e","1274","n/e","25","2135"
"Portugal (PT)","29.06.2023 10:00 - 29.06.2023 11:00 (UTC)","259","n/e","n/e","n/e","1412","0","n/e","n/e","n/e","n/e","0","552","172","3","n/e","n/e","31","n/e","1459","n/e","25","2212"
"Portugal (PT)","29.06.2023 11:00 - 29.06.2023 12:00 (UTC)","253","n/e","n/e","n/e","1477","0","n/e","n/e","n/e","n/e","0","637","154","3","n/e","n/e","32","n/e","1582","n/e","25","2365"
"Portugal (PT)","29.06.2023 12:00 - 29.06.2023 13:00 (UTC)","255","n/e","n/e","n/e","1360","0","n/e","n/e","n/e","n/e","0","1141","97","3","n/e","n/e","32","n/e","1600","n/e","25","2554"
"Portugal (PT)","29.06.2023 13:00 - 29.06.2023 14:00 (UTC)","255","n/e","n/e","n/e","1367","0","n/e","n/e","n/e","n/e","0","1551","95","3","n/e","n/e","32","n/e","1578","n/e","25","2693"
"Portugal (PT)","29.06.2023 14:00 - 29.06.2023 15:00 (UTC)","255","n/e","n/e","n/e","1381","0","n/e","n/e","n/e","n/e","0","1851","101","3","n/e","n/e","32","n/e","1498","n/e","25","2946"
"Portugal (PT)","29.06.2023 15:00 - 29.06.2023 16:00 (UTC)","257","n/e","n/e","n/e","1365","0","n/e","n/e","n/e","n/e","0","1983","106","34","n/e","n/e","32","n/e","1334","n/e","25","3062"
"Portugal (PT)","29.06.2023 16:00 - 29.06.2023 17:00 (UTC)","253","n/e","n/e","n/e","1295","0","n/e","n/e","n/e","n/e","5","1818","86","36","n/e","n/e","32","n/e","1065","n/e","25","3177"
"Portugal (PT)","29.06.2023 17:00 - 29.06.2023 18:00 (UTC)","255","n/e","n/e","n/e","1502","0","n/e","n/e","n/e","n/e","8","944","93","42","n/e","n/e","32","n/e","693","n/e","25","2996"
"Portugal (PT)","29.06.2023 18:00 - 29.06.2023 19:00 (UTC)","259","n/e","n/e","n/e","1532","0","n/e","n/e","n/e","n/e","126","9","118","297","n/e","n/e","32","n/e","279","n/e","25","2906"
"Portugal (PT)","29.06.2023 19:00 - 29.06.2023 20:00 (UTC)","255","n/e","n/e","n/e","1537","0","n/e","n/e","n/e","n/e","1054","2","389","347","n/e","n/e","32","n/e","48","n/e","25","2818"
"Portugal (PT)","29.06.2023 20:00 - 29.06.2023 21:00 (UTC)","263","n/e","n/e","n/e","1562","0","n/e","n/e","n/e","n/e","963","2","401","358","n/e","n/e","32","n/e","1","n/e","25","2849"
"Portugal (PT)","29.06.2023 21:00 - 29.06.2023 22:00 (UTC)","285","n/e","n/e","n/e","1564","0","n/e","n/e","n/e","n/e","310","3","288","372","n/e","n/e","32","n/e","0","n/e","25","2874"
"Portugal (PT)","29.06.2023 22:00 - 29.06.2023 23:00 (UTC)","291","n/e","n/e","n/e","1565","0","n/e","n/e","n/e","n/e","219","5","258","126","n/e","n/e","32","n/e","0","n/e","25","2888"
"Portugal (PT)","29.06.2023 23:00 - 30.06.2023 00:00 (UTC)","297","n/e","n/e","n/e","1505","0","n/e","n/e","n/e","n/e","0","196","240","4","n/e","n/e","32","n/e","0","n/e","25","2960"
"Portugal (PT)","30.06.2023 00:00 - 30.06.2023 01:00 (UTC)","300","n/e","n/e","n/e","1464","0","n/e","n/e","n/e","n/e","0","618","64","3","n/e","n/e","32","n/e","0","n/e","25","3168"
"Portugal (PT)","30.06.2023 01:00 - 30.06.2023 02:00 (UTC)","295","n/e","n/e","n/e","1348","0","n/e","n/e","n/e","n/e","0","760","34","3","n/e","n/e","32","n/e","0","n/e","25","3255"
"Portugal (PT)","30.06.2023 02:00 - 30.06.2023 03:00 (UTC)","296","n/e","n/e","n/e","1353","0","n/e","n/e","n/e","n/e","0","620","61","3","n/e","n/e","32","n/e","0","n/e","25","3239"
"Portugal (PT)","30.06.2023 03:00 - 30.06.2023 04:00 (UTC)","299","n/e","n/e","n/e","1358","0","n/e","n/e","n/e","n/e","0","639","154","16","n/e","n/e","30","n/e","0","n/e","25","3156"
"Portugal (PT)","30.06.2023 04:00 - 30.06.2023 05:00 (UTC)","301","n/e","n/e","n/e","1517","0","n/e","n/e","n/e","n/e","0","272","375","69","n/e","n/e","31","n/e","0","n/e","25","3047"
"Portugal (PT)","30.06.2023 05:00 - 30.06.2023 06:00 (UTC)","296","n/e","n/e","n/e","1479","0","n/e","n/e","n/e","n/e","401","236","549","83","n/e","n/e","30","n/e","28","n/e","25","2935"
"Portugal (PT)","30.06.2023 06:00 - 30.06.2023 07:00 (UTC)","299","n/e","n/e","n/e","1524","0","n/e","n/e","n/e","n/e","119","309","495","70","n/e","n/e","31","n/e","229","n/e","25","2628"
"Portugal (PT)","30.06.2023 07:00 - 30.06.2023 08:00 (UTC)","303","n/e","n/e","n/e","1393","0","n/e","n/e","n/e","n/e","1","155","273","15","n/e","n/e","31","n/e","630","n/e","25","2192"
"Portugal (PT)","30.06.2023 08:00 - 30.06.2023 09:00 (UTC)","303","n/e","n/e","n/e","1407","0","n/e","n/e","n/e","n/e","0","312","100","18","n/e","n/e","31","n/e","1016","n/e","25","1692"
"Portugal (PT)","30.06.2023 09:00 - 30.06.2023 10:00 (UTC)","298","n/e","n/e","n/e","1341","0","n/e","n/e","n/e","n/e","0","805","111","9","n/e","n/e","31","n/e","1251","n/e","25","1215"
"Portugal (PT)","30.06.2023 10:00 - 30.06.2023 11:00 (UTC)","298","n/e","n/e","n/e","1295","0","n/e","n/e","n/e","n/e","0","62","95","3","n/e","n/e","32","n/e","1401","n/e","25","1081"
"Portugal (PT)","30.06.2023 11:00 - 30.06.2023 12:00 (UTC)","303","n/e","n/e","n/e","1313","0","n/e","n/e","n/e","n/e","0","1015","177","3","n/e","n/e","32","n/e","1520","n/e","25","1094"
"Portugal (PT)","30.06.2023 12:00 - 30.06.2023 13:00 (UTC)","302","n/e","n/e","n/e","1382","0","n/e","n/e","n/e","n/e","0","1529","99","3","n/e","n/e","32","n/e","1530","n/e","25","1232"
"Portugal (PT)","30.06.2023 13:00 - 30.06.2023 14:00 (UTC)","299","n/e","n/e","n/e","1395","0","n/e","n/e","n/e","n/e","0","1338","66","3","n/e","n/e","32","n/e","1487","n/e","25","1375"
"Portugal (PT)","30.06.2023 14:00 - 30.06.2023 15:00 (UTC)","299","n/e","n/e","n/e","1329","0","n/e","n/e","n/e","n/e","0","1386","104","3","n/e","n/e","32","n/e","1409","n/e","25","1543"
"Portugal (PT)","30.06.2023 15:00 - 30.06.2023 16:00 (UTC)","297","n/e","n/e","n/e","1399","0","n/e","n/e","n/e","n/e","0","1352","97","3","n/e","n/e","30","n/e","1235","n/e","25","1565"
"Portugal (PT)","30.06.2023 16:00 - 30.06.2023 17:00 (UTC)","298","n/e","n/e","n/e","1387","0","n/e","n/e","n/e","n/e","0","1021","96","37","n/e","n/e","30","n/e","989","n/e","25","1651"
"Portugal (PT)","30.06.2023 17:00 - 30.06.2023 18:00 (UTC)","295","n/e","n/e","n/e","1492","0","n/e","n/e","n/e","n/e","12","161","222","37","n/e","n/e","30","n/e","663","n/e","25","1754"
"Portugal (PT)","30.06.2023 18:00 - 30.06.2023 19:00 (UTC)","298","n/e","n/e","n/e","1557","0","n/e","n/e","n/e","n/e","712","43","192","38","n/e","n/e","30","n/e","280","n/e","25","1755"
"Portugal (PT)","30.06.2023 19:00 - 30.06.2023 20:00 (UTC)","304","n/e","n/e","n/e","1630","0","n/e","n/e","n/e","n/e","1533","2","474","166","n/e","n/e","30","n/e","46","n/e","25","1777"
"Portugal (PT)","30.06.2023 20:00 - 30.06.2023 21:00 (UTC)","300","n/e","n/e","n/e","1542","0","n/e","n/e","n/e","n/e","1861","2","463","132","n/e","n/e","30","n/e","1","n/e","25","1883"
"Portugal (PT)","30.06.2023 21:00 - 30.06.2023 22:00 (UTC)","302","n/e","n/e","n/e","1551","0","n/e","n/e","n/e","n/e","542","5","238","123","n/e","n/e","30","n/e","0","n/e","25","1922"
"Portugal (PT)","30.06.2023 22:00 - 30.06.2023 23:00 (UTC)","302","n/e","n/e","n/e","1419","0","n/e","n/e","n/e","n/e","267","7","289","88","n/e","n/e","30","n/e","0","n/e","25","1858"
"Portugal (PT)","30.06.2023 23:00 - 01.07.2023 00:00 (UTC)","305","n/e","n/e","n/e","1054","0","n/e","n/e","n/e","n/e","216","203","314","5","n/e","n/e","30","n/e","0","n/e","25","1732"
"Portugal (PT)","01.07.2023 00:00 - 01.07.2023 01:00 (UTC)","304","n/e","n/e","n/e","874","0","n/e","n/e","n/e","n/e","281","332","217","2","n/e","n/e","30","n/e","0","n/e","25","1668"
"Portugal (PT)","01.07.2023 01:00 - 01.07.2023 02:00 (UTC)","302","n/e","n/e","n/e","903","0","n/e","n/e","n/e","n/e","82","449","197","2","n/e","n/e","30","n/e","0","n/e","25","1567"
"Portugal (PT)","01.07.2023 02:00 - 01.07.2023 03:00 (UTC)","305","n/e","n/e","n/e","872","0","n/e","n/e","n/e","n/e","75","525","160","2","n/e","n/e","30","n/e","0","n/e","25","1552"
"Portugal (PT)","01.07.2023 03:00 - 01.07.2023 04:00 (UTC)","302","n/e","n/e","n/e","871","0","n/e","n/e","n/e","n/e","0","525","251","3","n/e","n/e","30","n/e","0","n/e","25","1570"
"Portugal (PT)","01.07.2023 04:00 - 01.07.2023 05:00 (UTC)","303","n/e","n/e","n/e","858","0","n/e","n/e","n/e","n/e","0","759","382","25","n/e","n/e","29","n/e","0","n/e","25","1626"
"Portugal (PT)","01.07.2023 05:00 - 01.07.2023 06:00 (UTC)","301","n/e","n/e","n/e","841","0","n/e","n/e","n/e","n/e","0","1117","272","17","n/e","n/e","29","n/e","25","n/e","25","1707"
"Portugal (PT)","01.07.2023 06:00 - 01.07.2023 07:00 (UTC)","299","n/e","n/e","n/e","871","0","n/e","n/e","n/e","n/e","0","1202","160","3","n/e","n/e","29","n/e","220","n/e","25","1563"
"Portugal (PT)","01.07.2023 07:00 - 01.07.2023 08:00 (UTC)","298","n/e","n/e","n/e","896","0","n/e","n/e","n/e","n/e","94","949","41","13","n/e","n/e","30","n/e","601","n/e","25","1239"
"Portugal (PT)","01.07.2023 08:00 - 01.07.2023 09:00 (UTC)","297","n/e","n/e","n/e","937","0","n/e","n/e","n/e","n/e","76","709","118","13","n/e","n/e","29","n/e","950","n/e","25","881"
"Portugal (PT)","01.07.2023 09:00 - 01.07.2023 10:00 (UTC)","288","n/e","n/e","n/e","905","0","n/e","n/e","n/e","n/e","324","661","174","5","n/e","n/e","29","n/e","1209","n/e","25","614"
"Portugal (PT)","01.07.2023 10:00 - 01.07.2023 11:00 (UTC)","283","n/e","n/e","n/e","956","0","n/e","n/e","n/e","n/e","15","237","153","3","n/e","n/e","30","n/e","1381","n/e","25","419"
"Portugal (PT)","01.07.2023 11:00 - 01.07.2023 12:00 (UTC)","290","n/e","n/e","n/e","892","0","n/e","n/e","n/e","n/e","106","224","209","3","n/e","n/e","30","n/e","1464","n/e","25","340"
"Portugal (PT)","01.07.2023 12:00 - 01.07.2023 13:00 (UTC)","290","n/e","n/e","n/e","845","0","n/e","n/e","n/e","n/e","7","258","159","3","n/e","n/e","30","n/e","1496","n/e","25","392"
"Portugal (PT)","01.07.2023 13:00 - 01.07.2023 14:00 (UTC)","294","n/e","n/e","n/e","944","0","n/e","n/e","n/e","n/e","87","494","157","3","n/e","n/e","30","n/e","1475","n/e","25","474"
"Portugal (PT)","01.07.2023 14:00 - 01.07.2023 15:00 (UTC)","292","n/e","n/e","n/e","871","0","n/e","n/e","n/e","n/e","91","519","150","3","n/e","n/e","30","n/e","1400","n/e","25","619"
"Portugal (PT)","01.07.2023 15:00 - 01.07.2023 16:00 (UTC)","287","n/e","n/e","n/e","828","0","n/e","n/e","n/e","n/e","91","519","201","3","n/e","n/e","30","n/e","1236","n/e","25","776"
"Portugal (PT)","01.07.2023 16:00 - 01.07.2023 17:00 (UTC)","286","n/e","n/e","n/e","889","0","n/e","n/e","n/e","n/e","223","531","231","3","n/e","n/e","29","n/e","990","n/e","25","882"
"Portugal (PT)","01.07.2023 17:00 - 01.07.2023 18:00 (UTC)","283","n/e","n/e","n/e","900","0","n/e","n/e","n/e","n/e","14","777","197","3","n/e","n/e","29","n/e","650","n/e","25","983"
"Portugal (PT)","01.07.2023 18:00 - 01.07.2023 19:00 (UTC)","281","n/e","n/e","n/e","908","0","n/e","n/e","n/e","n/e","124","415","243","60","n/e","n/e","29","n/e","269","n/e","25","1092"
"Portugal (PT)","01.07.2023 19:00 - 01.07.2023 20:00 (UTC)","285","n/e","n/e","n/e","876","0","n/e","n/e","n/e","n/e","600","3","480","112","n/e","n/e","30","n/e","44","n/e","25","1257"
"Portugal (PT)","01.07.2023 20:00 - 01.07.2023 21:00 (UTC)","284","n/e","n/e","n/e","930","0","n/e","n/e","n/e","n/e","1232","2","550","98","n/e","n/e","29","n/e","1","n/e","25","1435"
"Portugal (PT)","01.07.2023 21:00 - 01.07.2023 22:00 (UTC)","288","n/e","n/e","n/e","924","0","n/e","n/e","n/e","n/e","997","3","229","92","n/e","n/e","29","n/e","0","n/e","25","1430"
"Portugal (PT)","01.07.2023 22:00 - 01.07.2023 23:00 (UTC)","286","n/e","n/e","n/e","753","0","n/e","n/e","n/e","n/e","615","22","147","23","n/e","n/e","30","n/e","0","n/e","25","1263"
"Portugal (PT)","01.07.2023 23:00 - 02.07.2023 00:00 (UTC)","287","n/e","n/e","n/e","547","0","n/e","n/e","n/e","n/e","324","442","40","3","n/e","n/e","30","n/e","0","n/e","25","1127"
"Portugal (PT)","02.07.2023 00:00 - 02.07.2023 01:00 (UTC)","290","n/e","n/e","n/e","563","0","n/e","n/e","n/e","n/e","320","658","85","3","n/e","n/e","29","n/e","0","n/e","25","1043"
"Portugal (PT)","02.07.2023 01:00 - 02.07.2023 02:00 (UTC)","287","n/e","n/e","n/e","569","0","n/e","n/e","n/e","n/e","265","659","89","3","n/e","n/e","30","n/e","0","n/e","25","1037"
"Portugal (PT)","02.07.2023 02:00 - 02.07.2023 03:00 (UTC)","290","n/e","n/e","n/e","563","0","n/e","n/e","n/e","n/e","241","800","83","3","n/e","n/e","30","n/e","0","n/e","25","1167"
"Portugal (PT)","02.07.2023 03:00 - 02.07.2023 04:00 (UTC)","290","n/e","n/e","n/e","577","0","n/e","n/e","n/e","n/e","215","936","37","3","n/e","n/e","29","n/e","0","n/e","25","1234"
"Portugal (PT)","02.07.2023 04:00 - 02.07.2023 05:00 (UTC)","289","n/e","n/e","n/e","592","0","n/e","n/e","n/e","n/e","261","861","37","3","n/e","n/e","29","n/e","0","n/e","25","1216"
"Portugal (PT)","02.07.2023 05:00 - 02.07.2023 06:00 (UTC)","287","n/e","n/e","n/e","564","0","n/e","n/e","n/e","n/e","96","660","175","3","n/e","n/e","30","n/e","24","n/e","25","1046"
"Portugal (PT)","02.07.2023 06:00 - 02.07.2023 07:00 (UTC)","284","n/e","n/e","n/e","572","0","n/e","n/e","n/e","n/e","95","694","307","3","n/e","n/e","29","n/e","220","n/e","25","946"
"Portugal (PT)","02.07.2023 07:00 - 02.07.2023 08:00 (UTC)","284","n/e","n/e","n/e","559","0","n/e","n/e","n/e","n/e","94","658","354","13","n/e","n/e","29","n/e","618","n/e","25","722"
"Portugal (PT)","02.07.2023 08:00 - 02.07.2023 09:00 (UTC)","283","n/e","n/e","n/e","555","0","n/e","n/e","n/e","n/e","96","536","364","13","n/e","n/e","28","n/e","1003","n/e","22","462"
"Portugal (PT)","02.07.2023 09:00 - 02.07.2023 10:00 (UTC)","280","n/e","n/e","n/e","574","0","n/e","n/e","n/e","n/e","99","455","369","5","n/e","n/e","29","n/e","1294","n/e","25","255"
"Portugal (PT)","02.07.2023 10:00 - 02.07.2023 11:00 (UTC)","277","n/e","n/e","n/e","505","0","n/e","n/e","n/e","n/e","103","1038","271","3","n/e","n/e","29","n/e","1483","n/e","25","125"
"Portugal (PT)","02.07.2023 11:00 - 02.07.2023 12:00 (UTC)","277","n/e","n/e","n/e","500","0","n/e","n/e","n/e","n/e","161","913","148","17","n/e","n/e","29","n/e","1579","n/e","25","111"
"Portugal (PT)","02.07.2023 12:00 - 02.07.2023 13:00 (UTC)","281","n/e","n/e","n/e","488","0","n/e","n/e","n/e","n/e","113","1026","124","3","n/e","n/e","29","n/e","1596","n/e","25","179"
"Portugal (PT)","02.07.2023 13:00 - 02.07.2023 14:00 (UTC)","281","n/e","n/e","n/e","550","0","n/e","n/e","n/e","n/e","140","153","136","3","n/e","n/e","29","n/e","1571","n/e","25","282"
"Portugal (PT)","02.07.2023 14:00 - 02.07.2023 15:00 (UTC)","280","n/e","n/e","n/e","529","0","n/e","n/e","n/e","n/e","134","125","135","3","n/e","n/e","27","n/e","1431","n/e","25","438"
"Portugal (PT)","02.07.2023 15:00 - 02.07.2023 16:00 (UTC)","273","n/e","n/e","n/e","523","0","n/e","n/e","n/e","n/e","164","131","141","3","n/e","n/e","28","n/e","1257","n/e","25","593"
"Portugal (PT)","02.07.2023 16:00 - 02.07.2023 17:00 (UTC)","281","n/e","n/e","n/e","577","0","n/e","n/e","n/e","n/e","168","54","148","3","n/e","n/e","29","n/e","1008","n/e","25","809"
"Portugal (PT)","02.07.2023 17:00 - 02.07.2023 18:00 (UTC)","283","n/e","n/e","n/e","614","0","n/e","n/e","n/e","n/e","184","570","93","69","n/e","n/e","29","n/e","664","n/e","25","985"
"Portugal (PT)","02.07.2023 18:00 - 02.07.2023 19:00 (UTC)","281","n/e","n/e","n/e","842","0","n/e","n/e","n/e","n/e","131","96","121","73","n/e","n/e","29","n/e","277","n/e","25","1067"
"Portugal (PT)","02.07.2023 19:00 - 02.07.2023 20:00 (UTC)","285","n/e","n/e","n/e","954","0","n/e","n/e","n/e","n/e","658","3","488","207","n/e","n/e","29","n/e","46","n/e","25","1142"
"Portugal (PT)","02.07.2023 20:00 - 02.07.2023 21:00 (UTC)","287","n/e","n/e","n/e","995","0","n/e","n/e","n/e","n/e","1367","2","602","515","n/e","n/e","29","n/e","1","n/e","25","1159"
"Portugal (PT)","02.07.2023 21:00 - 02.07.2023 22:00 (UTC)","286","n/e","n/e","n/e","941","0","n/e","n/e","n/e","n/e","717","3","409","264","n/e","n/e","29","n/e","0","n/e","25","1053"
"Portugal (PT)","02.07.2023 22:00 - 02.07.2023 23:00 (UTC)","287","n/e","n/e","n/e","919","0","n/e","n/e","n/e","n/e","280","4","171","157","n/e","n/e","29","n/e","0","n/e","25","938"
"Portugal (PT)","02.07.2023 23:00 - 03.07.2023 00:00 (UTC)","291","n/e","n/e","n/e","1022","0","n/e","n/e","n/e","n/e","65","38","64","118","n/e","n/e","29","n/e","0","n/e","25","862"
"Portugal (PT)","03.07.2023 00:00 - 03.07.2023 01:00 (UTC)","288","n/e","n/e","n/e","1152","0","n/e","n/e","n/e","n/e","63","299","31","22","n/e","n/e","29","n/e","0","n/e","25","779"
"Portugal (PT)","03.07.2023 01:00 - 03.07.2023 02:00 (UTC)","283","n/e","n/e","n/e","1382","0","n/e","n/e","n/e","n/e","3","343","33","15","n/e","n/e","29","n/e","0","n/e","25","695"
"Portugal (PT)","03.07.2023 02:00 - 03.07.2023 03:00 (UTC)","285","n/e","n/e","n/e","1544","0","n/e","n/e","n/e","n/e","0","705","30","14","n/e","n/e","29","n/e","0","n/e","25","665"
"Portugal (PT)","03.07.2023 03:00 - 03.07.2023 04:00 (UTC)","283","n/e","n/e","n/e","1703","0","n/e","n/e","n/e","n/e","0","402","36","13","n/e","n/e","27","n/e","0","n/e","25","632"
"Portugal (PT)","03.07.2023 04:00 - 03.07.2023 05:00 (UTC)","287","n/e","n/e","n/e","1761","0","n/e","n/e","n/e","n/e","7","27","208","127","n/e","n/e","28","n/e","0","n/e","25","601"
"Portugal (PT)","03.07.2023 05:00 - 03.07.2023 06:00 (UTC)","285","n/e","n/e","n/e","1898","0","n/e","n/e","n/e","n/e","554","3","614","418","n/e","n/e","29","n/e","23","n/e","25","616"
"Portugal (PT)","03.07.2023 06:00 - 03.07.2023 07:00 (UTC)","290","n/e","n/e","n/e","2006","0","n/e","n/e","n/e","n/e","555","17","599","359","n/e","n/e","27","n/e","216","n/e","25","599"
"Portugal (PT)","03.07.2023 07:00 - 03.07.2023 08:00 (UTC)","292","n/e","n/e","n/e","2118","0","n/e","n/e","n/e","n/e","10","392","302","22","n/e","n/e","29","n/e","594","n/e","22","449"
"Portugal (PT)","03.07.2023 08:00 - 03.07.2023 09:00 (UTC)","290","n/e","n/e","n/e","2156","0","n/e","n/e","n/e","n/e","0","639","221","13","n/e","n/e","29","n/e","959","n/e","24","307"
"Portugal (PT)","03.07.2023 09:00 - 03.07.2023 10:00 (UTC)","286","n/e","n/e","n/e","2186","0","n/e","n/e","n/e","n/e","0","138","114","5","n/e","n/e","30","n/e","1239","n/e","25","238"
"Portugal (PT)","03.07.2023 10:00 - 03.07.2023 11:00 (UTC)","285","n/e","n/e","n/e","2065","0","n/e","n/e","n/e","n/e","0","572","86","3","n/e","n/e","30","n/e","1430","n/e","25","304"
"Portugal (PT)","03.07.2023 11:00 - 03.07.2023 12:00 (UTC)","286","n/e","n/e","n/e","2037","0","n/e","n/e","n/e","n/e","0","62","143","8","n/e","n/e","30","n/e","1530","n/e","25","471"
"Portugal (PT)","03.07.2023 12:00 - 03.07.2023 13:00 (UTC)","285","n/e","n/e","n/e","1907","0","n/e","n/e","n/e","n/e","0","4","86","3","n/e","n/e","30","n/e","1535","n/e","25","692"
